61.6,17.23,11.53,7.41,4.63,2.96,1.46,112
61.8,17.37,11.59,7.41,4.58,2.96,1.51,112
62,17.44,11.7,7.53,4.7,2.98,1.49,113
62.2,17.57,11.68,7.54,4.66,2.99,1.47,114
62.4,17.74,11.8,7.56,4.73,2.97,1.46,114
62.6,17.85,11.93,7.66,4.79,3.03,1.52,115
62.8,17.91,12.05,7.73,4.83,3.03,1.57,115
63,18.02,12.07,7.75,4.88,3.09,1.57,116
63.2,18.16,12.24,7.84,4.93,3.17,1.61,117
63.4,18.27,12.29,7.87,4.97,3.13,1.59,117
63.6,18.38,12.35,7.96,4.99,3.13,1.63,118
63.8,18.55,12.42,8.02,5.05,3.25,1.63,119
64,18.68,12.5,8.13,5.02,3.19,1.63,119
64.2,18.73,12.59,8.11,5.14,3.26,1.66,120
64.4,18.96,12.76,8.19,5.12,3.27,1.71,120
64.6,18.99,12.76,8.25,5.14,3.34,1.7,121
64.8,19.12,12.83,8.33,5.26,3.34,1.77,122
65,19.31,13,8.42,5.26,3.42,1.8,122
65.2,19.37,13.03,8.44,5.32,3.42,1.75,123
65.4,19.45,13.13,8.45,5.34,3.42,1.73,124
65.6,19.64,13.23,8.52,5.35,3.45,1.75,124
65.8,19.72,13.27,8.56,5.41,3.48,1.77,125
66,19.88,13.42,8.7,5.48,3.48,1.81,126
66.2,19.95,13.52,8.7,5.49,3.59,1.8,126
66.4,20.1,13.51,8.78,5.54,3.55,1.85,127
66.6,20.23,13.61,8.86,5.57,3.61,1.86,127
66.8,20.35,13.72,8.88,5.6,3.63,1.89,128
67,20.5,13.89,8.97,5.68,3.63,1.89,129
67.2,20.59,13.89,9.02,5.68,3.73,1.92,129
67.4,20.7,14.05,9.07,5.73,3.73,1.98,130
67.6,20.86,14.06,9.13,5.77,3.76,1.92,131
67.8,20.97,14.2,9.22,5.88,3.73,1.95,131
68,21.12,14.28,9.26,5.89,3.75,2.02,132
68.2,21.14,14.35,9.33,5.91,3.82,2.02,133
68.4,21.33,14.45,9.35,6.02,3.89,2.02,133
68.6,21.45,14.59,9.39,6.02,3.88,2.08,134
68.8,21.62,14.63,9.49,6.08,3.95,2.02,134
69,21.78,14.7,9.48,6.05,3.94,2.08,135
69.2,21.89,14.78,9.57,6.16,4.02,2.09,136
69.4,21.98,14.92,9.7,6.2,4.04,2.12,136
69.6,22.05,14.97,9.79,6.26,4.06,2.15,137
69.8,22.18,15.1,9.81,6.23,4.09,2.16,138
70,22.31,15.19,9.86,6.33,4.1,2.16,138
70.2,22.52,15.25,9.96,6.33,4.14,2.19,139
70.4,22.66,15.32,10.02,6.35,4.12,2.19,140
70.6,22.83,15.43,10.02,6.45,4.18,2.25,140
70.8,22.89,15.53,10.19,6.51,4.25,2.29,141
71,22.92,15.68,10.19,6.53,4.3,2.27,142
71.2,23.09,15.66,10.25,6.6,4.3,2.34,142
71.4,23.23,15.79,10.31,6.64,4.38,2.28,143
71.6,23.42,15.88,10.42,6.66,4.3,2.34,144
71.8,23.45,15.99,10.46,6.73,4.39,2.33,144
72,23.66,16.14,10.51,6.79,4.45,2.38,145
72.2,23.8,16.19,10.57,6.8,4.52,2.35,145
72.4,23.92,16.31,10.66,6.8,4.49,2.43,146
72.6,24.06,16.39,10.72,6.91,4.56,2.43,147
72.8,24.17,16.47,10.77,6.95,4.58,2.45,147
73,24.27,16.55,10.89,6.93,4.59,2.45,148
